v001,currentlymarried,fp_cruse_mod,
1258,12,10,0.833333333
1259,16,8,0.5
1260,15,11,0.733333333
1261,11,4,0.363636364
1262,9,5,0.555555556
1263,13,10,0.769230769
1264,12,4,0.333333333
1265,11,9,0.818181818
1266,14,9,0.642857143
1267,10,8,0.8
1268,19,11,0.578947368
1269,20,14,0.7
1270,16,12,0.75
1272,15,4,0.266666667
1273,10,8,0.8
1274,14,10,0.714285714
1275,8,7,0.875
1276,16,10,0.625
1277,7,6,0.857142857
1278,10,5,0.5
1279,14,10,0.714285714
1280,21,8,0.380952381
1281,8,3,0.375
1282,13,10,0.769230769
1283,14,7,0.5
1284,9,8,0.888888889
1285,9,8,0.888888889
1286,13,8,0.615384615
1287,11,5,0.454545455
1288,6,5,0.833333333
1289,6,5,0.833333333
1290,16,8,0.5
1291,10,4,0.4
1292,20,6,0.3
1293,11,3,0.272727273
1294,12,6,0.5
1295,15,10,0.666666667
1296,14,7,0.5
1297,13,1,0.076923077
1298,16,0,0
1299,11,5,0.454545455
1300,15,3,0.2
1301,9,5,0.555555556
1302,15,8,0.533333333
1303,8,3,0.375
1304,10,4,0.4
1305,11,6,0.545454545
1306,9,6,0.666666667
1307,8,6,0.75
1308,10,7,0.7
1309,16,12,0.75
1310,7,2,0.285714286
1311,8,7,0.875
1312,7,2,0.285714286
1313,8,1,0.125
1314,14,8,0.571428571
1315,12,6,0.5
1316,10,4,0.4
1317,9,6,0.666666667
1318,10,7,0.7
1319,9,4,0.444444444
1320,12,6,0.5
1321,12,6,0.5
1322,15,7,0.466666667
1323,15,10,0.666666667
1324,17,5,0.294117647
1325,16,12,0.75
1326,9,7,0.777777778
1327,11,6,0.545454545
1328,4,3,0.75
1329,13,7,0.538461538
1330,12,8,0.666666667
1331,7,2,0.285714286
1332,12,6,0.5
1333,14,2,0.142857143
1334,8,2,0.25
1335,10,5,0.5
1336,14,8,0.571428571
1337,12,7,0.583333333
1338,6,3,0.5
1339,14,9,0.642857143
1340,15,10,0.666666667
1341,21,8,0.380952381
1342,9,5,0.555555556
1343,13,6,0.461538462
1344,12,10,0.833333333
1345,8,6,0.75
1346,12,6,0.5
1347,12,8,0.666666667
1348,21,2,0.095238095
1349,17,7,0.411764706
1350,19,8,0.421052632
1351,10,5,0.5
1352,12,1,0.083333333
1353,19,2,0.105263158
1354,16,6,0.375
1355,9,8,0.888888889
1356,11,4,0.363636364
1357,14,8,0.571428571
1358,13,6,0.461538462
1359,9,7,0.777777778
1360,15,8,0.533333333
1361,16,2,0.125
1362,17,6,0.352941176
1363,11,7,0.636363636
1364,19,5,0.263157895
1365,20,5,0.25
1366,17,3,0.176470588
1367,10,6,0.6
1368,11,8,0.727272727
1369,18,6,0.333333333
1370,15,6,0.4
1371,13,2,0.153846154
1372,17,3,0.176470588
1373,18,11,0.611111111
1374,17,4,0.235294118
1375,19,5,0.263157895
1376,15,1,0.066666667
1377,15,8,0.533333333
1378,20,1,0.05
1379,7,3,0.428571429
1380,5,2,0.4
1381,17,2,0.117647059
1382,20,1,0.05
1383,14,2,0.142857143
1384,13,4,0.307692308
1385,8,5,0.625
1386,9,2,0.222222222
1387,14,2,0.142857143
1388,12,0,0
1389,9,6,0.666666667
1390,11,8,0.727272727
1391,10,5,0.5
1392,12,10,0.833333333
1393,8,4,0.5
1394,12,5,0.416666667
1395,15,1,0.066666667
1396,10,8,0.8
1397,9,7,0.777777778
1398,9,5,0.555555556
1399,14,8,0.571428571
1400,6,4,0.666666667
1401,10,6,0.6
1402,12,11,0.916666667
1403,7,5,0.714285714
1404,10,7,0.7
1405,9,4,0.444444444
1406,12,5,0.416666667
1407,14,8,0.571428571
1408,9,5,0.555555556
1409,15,7,0.466666667
1410,10,4,0.4
1411,12,9,0.75
1412,13,9,0.692307692
1413,9,5,0.555555556
1414,7,4,0.571428571
1415,16,10,0.625
1416,8,5,0.625
1417,15,6,0.4
1418,10,4,0.4
1419,10,6,0.6
1420,10,8,0.8
1421,16,10,0.625
1422,9,8,0.888888889
1423,15,9,0.6
1424,11,7,0.636363636
1425,18,11,0.611111111
1426,9,5,0.555555556
1427,13,5,0.384615385
1428,9,7,0.777777778
1429,10,4,0.4
1430,9,3,0.333333333
1431,17,12,0.705882353
1432,5,2,0.4
1433,16,7,0.4375
1434,9,4,0.444444444
1435,13,7,0.538461538
1436,11,7,0.636363636
1437,13,8,0.615384615
1438,20,13,0.65
1439,11,6,0.545454545
1440,17,13,0.764705882
1441,6,6,1
1442,8,6,0.75
1443,13,6,0.461538462
1444,2,1,0.5
1445,15,9,0.6
1446,6,4,0.666666667
1447,10,2,0.2
1448,14,7,0.5
1449,11,5,0.454545455
1450,12,5,0.416666667
1451,8,7,0.875
1452,8,5,0.625
1453,12,7,0.583333333
1454,15,6,0.4
1455,16,4,0.25
1456,16,6,0.375
1457,11,7,0.636363636
1458,19,14,0.736842105
1459,11,8,0.727272727
1460,12,7,0.583333333
1461,17,5,0.294117647
1462,11,6,0.545454545
1463,13,8,0.615384615
1464,12,8,0.666666667
1465,15,12,0.8
1466,14,10,0.714285714
1467,13,4,0.307692308
1468,16,6,0.375
1469,16,9,0.5625
1470,15,4,0.266666667
1471,13,10,0.769230769
1472,15,9,0.6
1473,17,7,0.411764706
1474,14,13,0.928571429
1475,13,13,1
1476,10,9,0.9
1477,15,13,0.866666667
1478,8,4,0.5
1479,15,12,0.8
1480,7,7,1
1481,10,8,0.8
1482,11,11,1
1483,8,7,0.875
1484,13,13,1
1485,16,15,0.9375
1486,9,9,1
1487,13,12,0.923076923
1488,16,13,0.8125
1489,14,13,0.928571429
1490,12,12,1
1491,12,11,0.916666667
1492,12,12,1
1493,15,14,0.933333333
1494,13,10,0.769230769
1495,13,11,0.846153846
1496,13,7,0.538461538
1497,12,6,0.5
1498,10,8,0.8
1499,17,15,0.882352941
1500,10,8,0.8
1501,12,10,0.833333333
1502,9,7,0.777777778
1503,12,12,1
1504,8,7,0.875
1505,15,13,0.866666667
1506,17,16,0.941176471
1507,12,12,1
1508,15,15,1
1509,13,12,0.923076923
1510,8,7,0.875
1511,12,12,1
1512,7,2,0.285714286
1513,11,6,0.545454545
1514,12,7,0.583333333
1515,10,8,0.8
1516,7,5,0.714285714
1517,12,8,0.666666667
1518,10,3,0.3
1519,12,8,0.666666667
1520,12,5,0.416666667
1521,11,8,0.727272727
1522,12,7,0.583333333
1523,17,10,0.588235294
1524,13,7,0.538461538
1525,15,10,0.666666667
1526,11,5,0.454545455
1527,8,5,0.625
1528,10,6,0.6
1529,11,6,0.545454545
1530,9,5,0.555555556
1531,11,4,0.363636364
1532,10,6,0.6
1533,16,6,0.375
1534,9,5,0.555555556
1535,10,5,0.5
1536,12,8,0.666666667
1537,14,10,0.714285714
1538,12,9,0.75
1539,8,4,0.5
1540,9,7,0.777777778
1541,17,10,0.588235294
1542,13,7,0.538461538
1543,10,6,0.6
1544,12,8,0.666666667
1545,15,7,0.466666667
1546,12,6,0.5
1547,13,9,0.692307692
1548,13,9,0.692307692
1549,16,8,0.5
1550,9,8,0.888888889
1551,14,6,0.428571429
1552,13,4,0.307692308
1553,20,11,0.55
1554,17,10,0.588235294
1555,14,7,0.5
1556,7,5,0.714285714
1557,16,11,0.6875
1558,11,8,0.727272727
1559,11,7,0.636363636
1560,14,6,0.428571429
1561,8,3,0.375
1562,17,12,0.705882353
1563,10,6,0.6
1564,15,4,0.266666667
1565,10,8,0.8
1566,9,5,0.555555556
1567,16,8,0.5
1568,19,11,0.578947368
1569,13,9,0.692307692
1570,10,6,0.6
1571,13,5,0.384615385
1572,17,9,0.529411765
1573,15,5,0.333333333
1574,14,10,0.714285714
1575,15,9,0.6
1576,14,5,0.357142857
1577,14,9,0.642857143
1578,12,6,0.5
1579,9,7,0.777777778
1580,14,7,0.5
1581,9,2,0.222222222
1582,16,11,0.6875
1583,14,8,0.571428571
1584,15,8,0.533333333
1585,17,13,0.764705882
1586,14,8,0.571428571
1587,16,11,0.6875
1588,12,6,0.5
1589,15,8,0.533333333
1590,10,8,0.8
1591,15,8,0.533333333
1592,7,3,0.428571429
1593,14,7,0.5
1594,20,12,0.6
1595,13,9,0.692307692
1596,13,6,0.461538462
1597,11,5,0.454545455
1598,15,9,0.6
1599,15,7,0.466666667
1600,8,5,0.625
1601,10,7,0.7
1602,15,9,0.6
1603,7,6,0.857142857
1604,14,10,0.714285714
1605,15,10,0.666666667
1606,6,3,0.5
1607,16,8,0.5
1608,15,5,0.333333333
1609,15,9,0.6
1610,14,8,0.571428571
1611,12,7,0.583333333
1612,11,6,0.545454545
,19036,9625,0.519417913
,,0.505620929,
